info @storybook/react v6.4.0
info 
info => Cleaning outputDir: /var/folders/r5/ljz0ppks0q74wsy4jpbdlmzc0000gn/T/chromatic--95838-L8AIr9HU2S73
info => Loading presets
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/polyfills.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/globals.js /Users/Kira/Desktop/Git/taskbox/storybook-init-framework-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/common/config.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/config.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/react/dist/esm/client/preview/config-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-links/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addArgs.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addParameter.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-measure/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-outline/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-interactions/dist/esm/preset/argsEnhancers.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/.storybook/preview.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 17% building 59/69 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/client-logger/dist/esm/index.js
<s> [webpack.Progress] 17% building 60/69 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/client-logger/dist/esm/index.js
<s> [webpack.Progress] 17% building 61/69 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/client-logger/dist/esm/index.js
<s> [webpack.Progress] 17% building 61/70 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/react/jsx-runtime.js
<s> [webpack.Progress] 17% building 61/71 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/airbnb-js-shims/index.js
<s> [webpack.Progress] 17% building 61/72 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/global/window.js
<s> [webpack.Progress] 17% building 61/73 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/builder-webpack4/node_modules/@storybook/client-api/dist/esm/index.js
<s> [webpack.Progress] 17% building 61/74 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/postcss-loader/src/index.js??postcss!/Users/Kira/Desktop/Git/taskbox/src/index.css
<s> [webpack.Progress] 17% building 62/74 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/postcss-loader/src/index.js??postcss!/Users/Kira/Desktop/Git/taskbox/src/index.css
<s> [webpack.Progress] 17% building 63/74 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/postcss-loader/src/index.js??postcss!/Users/Kira/Desktop/Git/taskbox/src/index.css
<s> [webpack.Progress] 17% building 64/74 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/postcss-loader/src/index.js??postcss!/Users/Kira/Desktop/Git/taskbox/src/index.css
<s> [webpack.Progress] 17% building 65/74 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/postcss-loader/src/index.js??postcss!/Users/Kira/Desktop/Git/taskbox/src/index.css
<s> [webpack.Progress] 17% building 66/74 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/mini-css-extract-plugin/dist/loader.js??ref--9-oneOf-4-0!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/css-loader/dist/cjs.js??ref--9-oneOf-4-1!/Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/postcss-loader/src/index.js??postcss!/Users/Kira/Desktop/Git/taskbox/src/index.css
<s> [webpack.Progress] 17% building 66/75 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-actions/dist/esm/constants.js
<s> [webpack.Progress] 17% building 66/76 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-outline/dist/esm/outlineCSS.js
<s> [webpack.Progress] 17% building 66/77 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-outline/dist/esm/helpers.js
<s> [webpack.Progress] 18% building 67/77 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-outline/dist/esm/helpers.js
<s> [webpack.Progress] 18% building 67/78 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.array.concat.js
<s> [webpack.Progress] 18% building 68/78 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.array.concat.js
<s> [webpack.Progress] 18% building 69/78 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.array.concat.js
<s> [webpack.Progress] 18% building 70/78 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.array.concat.js
<s> [webpack.Progress] 18% building 71/78 modules 7 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.array.concat.js
<s> [webpack.Progress] 18% building 71/79 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/shared.js
<s> [webpack.Progress] 18% building 72/79 modules 7 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/shared.js
<s> [webpack.Progress] 18% building 73/79 modules 6 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/shared.js
<s> [webpack.Progress] 18% building 73/80 modules 7 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addons/dist/esm/public_api.js
<s> [webpack.Progress] 18% building 73/81 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/core-events/dist/esm/index.js
<s> [webpack.Progress] 18% building 73/82 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/instrumenter/dist/esm/index.js
<s> [webpack.Progress] 18% building 73/83 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/babel-preset-react-app/node_modules/@babel/runtime/helpers/esm/toConsumableArray.js
<s> [webpack.Progress] 18% building 73/84 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/babel-preset-react-app/node_modules/@babel/runtime/helpers/esm/objectSpread2.js
<s> [webpack.Progress] 18% building 73/85 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/babel-preset-react-app/node_modules/@babel/runtime/helpers/esm/asyncToGenerator.js
<s> [webpack.Progress] 18% building 73/86 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/decorators/index.js
<s> [webpack.Progress] 18% building 73/87 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-interactions/node_modules/jest-mock/build/index.js
<s> [webpack.Progress] 18% building 73/88 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/blocks/index.js
<s> [webpack.Progress] 18% building 74/88 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/blocks/index.js
<s> [webpack.Progress] 19% building 75/88 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/blocks/index.js
<s> [webpack.Progress] 19% building 75/89 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/webpack/buildin/global.js
<s> [webpack.Progress] 19% building 76/89 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/webpack/buildin/global.js
<s> [webpack.Progress] 19% building 76/90 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/react/index.js
<s> [webpack.Progress] 19% building 76/91 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.string.replace.js
<s> [webpack.Progress] 19% building 77/91 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.string.replace.js
<s> [webpack.Progress] 19% building 77/92 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/web.dom-collections.for-each.js
<s> [webpack.Progress] 19% building 77/93 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.freeze.js
<s> [webpack.Progress] 19% building 77/94 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/react/cjs/react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 78/94 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/react/cjs/react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 78/95 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/lib/docgen/index.js
<s> [webpack.Progress] 19% building 79/95 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/lib/docgen/index.js
<s> [webpack.Progress] 19% building 80/95 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/lib/docgen/index.js
<s> [webpack.Progress] 19% building 81/95 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/lib/docgen/index.js
<s> [webpack.Progress] 19% building 82/95 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/lib/docgen/index.js
<s> [webpack.Progress] 19% building 83/95 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/lib/docgen/index.js
<s> [webpack.Progress] 20% building 84/95 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/lib/docgen/index.js
<s> [webpack.Progress] 20% building 85/95 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/lib/docgen/index.js
<s> [webpack.Progress] 20% building 86/95 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/lib/docgen/index.js
<s> [webpack.Progress] 20% building 86/96 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.set.js
<s> [webpack.Progress] 20% building 87/96 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.set.js
<s> [webpack.Progress] 20% building 87/97 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-redux/es/index.js
<s> [webpack.Progress] 20% building 87/98 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 20% building 88/98 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 20% building 89/98 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 20% building 90/98 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/features/symbol/index.js
<s> [webpack.Progress] 20% building 90/99 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/@reduxjs/toolkit/dist/redux-toolkit.esm.js
<s> [webpack.Progress] 20% building 90/100 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/react/dist/esm/client/preview/index.js
<s> [webpack.Progress] 20% building 90/101 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/react/dist/esm/client/preview/types-6-0.js
<s> [webpack.Progress] 20% building 90/102 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/export.js
<s> [webpack.Progress] 20% building 90/103 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/to-string-tag-support.js
<s> [webpack.Progress] 20% building 90/104 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/string-multibyte.js
<s> [webpack.Progress] 20% building 90/105 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/define-well-known-symbol.js
<s> [webpack.Progress] 20% building 90/106 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/to-indexed-object.js
<s> [webpack.Progress] 20% building 90/107 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/global.js
<s> [webpack.Progress] 20% building 90/108 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/regexp-flags.js
<s> [webpack.Progress] 20% building 90/109 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/descriptors.js
<s> [webpack.Progress] 20% building 90/110 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/redefine.js
<s> [webpack.Progress] 20% building 90/111 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/fails.js
<s> [webpack.Progress] 20% building 90/112 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/an-object.js
<s> [webpack.Progress] 20% building 90/113 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/well-known-symbol.js
<s> [webpack.Progress] 20% building 90/114 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/set-species.js
<s> [webpack.Progress] 20% building 90/115 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/internal-state.js
<s> [webpack.Progress] 20% building 90/116 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/regexp-sticky-helpers.js
<s> [webpack.Progress] 20% building 90/117 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/is-regexp.js
<s> [webpack.Progress] 20% building 90/118 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/object-get-own-property-names.js
<s> [webpack.Progress] 20% building 90/119 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/object-define-property.js
<s> [webpack.Progress] 20% building 90/120 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/inherit-if-required.js
<s> [webpack.Progress] 20% building 91/120 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/inherit-if-required.js
<s> [webpack.Progress] 21% building 92/120 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/inherit-if-required.js
<s> [webpack.Progress] 21% building 93/120 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/inherit-if-required.js
<s> [webpack.Progress] 21% building 93/121 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/testing-library/dist/esm/index.js
<s> [webpack.Progress] 21% building 94/121 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/testing-library/dist/esm/index.js
<s> [webpack.Progress] 21% building 94/122 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/react/cjs/react.production.min.js
<s> [webpack.Progress] 21% building 95/122 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/react/cjs/react.production.min.js
<s> [webpack.Progress] 21% building 96/122 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/react/cjs/react.production.min.js
<s> [webpack.Progress] 21% building 97/122 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/react/cjs/react.production.min.js
<s> [webpack.Progress] 21% building 97/123 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.string.match.js
<s> [webpack.Progress] 21% building 97/124 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.array.map.js
<s> [webpack.Progress] 21% building 98/124 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.array.map.js
<s> [webpack.Progress] 21% building 98/125 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.array.join.js
<s> [webpack.Progress] 21% building 98/126 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.assign.js
<s> [webpack.Progress] 21% building 98/127 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/builder-webpack4/node_modules/@storybook/client-api/dist/esm/ClientApi.js
<s> [webpack.Progress] 21% building 98/128 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 21% building 99/128 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 22% building 100/128 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 22% building 101/128 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 22% building 102/128 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 22% building 103/128 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 22% building 104/128 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 22% building 105/128 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 22% building 106/128 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 22% building 107/128 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 22% building 108/128 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 23% building 109/128 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 23% building 110/128 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 23% building 111/128 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 23% building 112/128 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 23% building 113/128 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 23% building 114/128 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 23% building 115/128 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 23% building 116/128 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 24% building 117/128 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 24% building 118/128 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 24% building 119/128 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/modules/es.object.keys.js
<s> [webpack.Progress] 24% building 119/129 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/builder-webpack4/node_modules/@storybook/client-api/dist/esm/queryparams.js
<s> [webpack.Progress] 24% building 119/130 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/builder-webpack4/node_modules/@storybook/client-api/dist/esm/types.js
<s> [webpack.Progress] 24% building 120/130 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/builder-webpack4/node_modules/@storybook/client-api/dist/esm/types.js
<s> [webpack.Progress] 24% building 120/131 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/airbnb-js-shims/target/es5.js
<s> [webpack.Progress] 24% building 120/132 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/babel-preset-react-app/node_modules/@babel/runtime/regenerator/index.js
<s> [webpack.Progress] 24% building 120/133 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/engine-v8-version.js
<s> [webpack.Progress] 24% building 121/133 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/engine-v8-version.js
<s> [webpack.Progress] 24% building 121/134 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/babel-loader/lib/index.js??ref--9-oneOf-2!/Users/Kira/Desktop/Git/taskbox/src/lib/store.js
<s> [webpack.Progress] 24% building 122/134 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/babel-loader/lib/index.js??ref--9-oneOf-2!/Users/Kira/Desktop/Git/taskbox/src/lib/store.js
<s> [webpack.Progress] 24% building 123/134 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/react-scripts/node_modules/babel-loader/lib/index.js??ref--9-oneOf-2!/Users/Kira/Desktop/Git/taskbox/src/lib/store.js
<s> [webpack.Progress] 24% building 123/135 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/array-method-has-species-support.js
<s> [webpack.Progress] 24% building 123/136 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/array-species-create.js
<s> [webpack.Progress] 24% building 124/136 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/array-species-create.js
<s> [webpack.Progress] 25% building 125/136 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/array-species-create.js
<s> [webpack.Progress] 25% building 126/136 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/array-species-create.js
<s> [webpack.Progress] 25% building 127/136 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/array-species-create.js
